"participant_ID","target_y","validity","trial","phase","response","rt"
"P109",10,"catch",0,"inhale","incorrect",0.281365199996799
"P109",10,"catch",1,"inhale","correct",NA
"P109",0.31,"invalid",2,"inhale","correct",0.346407699998963
"P109",0.31,"invalid",3,"inhale","correct",0.347489899999346
"P109",-0.31,"valid",4,"inhale","correct",0.39699489999839
"P109",-0.31,"invalid",5,"inhale","correct",0.304775099997642
"P109",0.31,"valid",6,"inhale","correct",0.317751499998849
"P109",-0.31,"invalid",7,"inhale","correct",0.345733800000744
"P109",-0.31,"valid",8,"inhale","correct",0.370534300000145
"P109",-0.31,"invalid",9,"inhale","correct",0.415310100001079
"P109",0.31,"invalid",10,"inhale","correct",0.328332599998248
"P109",-0.31,"invalid",11,"inhale","correct",0.380386100001488
"P109",0.31,"valid",12,"inhale","correct",0.503760100000363
"P109",10,"catch",13,"inhale","correct",NA
"P109",-0.31,"invalid",14,"inhale","correct",0.311217300000862
"P109",-0.31,"valid",15,"inhale","correct",0.357565999998769
"P109",10,"catch",16,"inhale","incorrect",0.251413300000422
"P109",10,"catch",17,"inhale","correct",NA
"P109",0.31,"invalid",18,"inhale","correct",0.422911499998008
"P109",10,"catch",19,"inhale","correct",NA
"P109",0.31,"invalid",20,"inhale","correct",0.386221500000829
"P109",-0.31,"valid",21,"inhale","correct",0.370721900002536
"P109",0.31,"valid",22,"inhale","correct",0.385838599999261
"P109",-0.31,"invalid",23,"inhale","correct",0.361129799999617
"P109",0.31,"valid",24,"inhale","correct",0.349704899999779
"P109",-0.31,"invalid",25,"inhale","correct",0.377863599998818
"P109",-0.31,"valid",26,"inhale","correct",0.392800999998144
"P109",0.31,"valid",27,"inhale","correct",0.41101609999896
"P109",10,"catch",28,"inhale","correct",NA
"P109",0.31,"valid",29,"inhale","correct",0.438575200001651
"P109",0.31,"valid",30,"inhale","correct",0.384903400001349
"P109",-0.31,"valid",31,"inhale","correct",0.32037069999933
"P109",0.31,"valid",32,"inhale","correct",0.297435000000405
"P109",-0.31,"invalid",33,"inhale","correct",0.406766899999639
"P109",10,"catch",34,"inhale","correct",NA
"P109",0.31,"valid",35,"inhale","correct",0.368095199999516
"P109",-0.31,"invalid",36,"inhale","correct",0.397823200000857
"P109",0.31,"invalid",37,"inhale","correct",0.391308999998728
"P109",0.31,"invalid",38,"inhale","correct",0.358977799998684
"P109",0.31,"valid",39,"inhale","correct",0.333402999996906
"P109",0.31,"invalid",40,"inhale","correct",0.350028299999394
"P109",10,"catch",41,"inhale","correct",NA
"P109",-0.31,"valid",42,"inhale","correct",0.410659100001794
"P109",10,"catch",43,"inhale","correct",NA
"P109",0.31,"invalid",44,"inhale","correct",0.331641099997796
"P109",0.31,"invalid",45,"inhale","correct",0.466180800001894
"P109",0.31,"valid",46,"inhale","correct",0.433360800001537
"P109",-0.31,"valid",47,"inhale","correct",0.339949900000647
"P109",-0.31,"invalid",48,"inhale","correct",0.371280799998203
"P109",10,"catch",49,"inhale","correct",NA
"P109",-0.31,"valid",50,"inhale","correct",0.458729800000583
"P109",-0.31,"valid",51,"inhale","correct",0.454555399999663
"P109",-0.31,"invalid",52,"inhale","correct",0.319358199998533
"P109",-0.31,"valid",53,"inhale","correct",0.339384999999311
"P109",10,"catch",54,"inhale","correct",NA
"P109",0.31,"invalid",55,"inhale","correct",0.417442299996765
"P109",-0.31,"valid",56,"inhale","correct",0.375162399999681
"P109",0.31,"valid",57,"inhale","correct",0.326667600002111
"P109",-0.31,"invalid",58,"inhale","correct",0.367507399998431
"P109",0.31,"invalid",59,"inhale","correct",0.351482399997622
"P109",10,"catch",0,"exhale","correct",NA
"P109",10,"catch",1,"exhale","correct",NA
"P109",0.31,"invalid",2,"exhale","correct",0.410905900000216
"P109",0.31,"invalid",3,"exhale","correct",0.352061099998537
"P109",-0.31,"valid",4,"exhale","correct",0.468205600001966
"P109",-0.31,"invalid",5,"exhale","correct",0.435670700000628
"P109",0.31,"valid",6,"exhale","correct",0.384526800000458
"P109",-0.31,"invalid",7,"exhale","correct",0.347173499998462
"P109",-0.31,"valid",8,"exhale","correct",0.30173350000041
"P109",-0.31,"invalid",9,"exhale","correct",0.415609100000438
"P109",0.31,"invalid",10,"exhale","correct",0.48008739999932
"P109",-0.31,"invalid",11,"exhale","correct",0.350541200001317
"P109",0.31,"valid",12,"exhale","correct",0.333741599999485
"P109",10,"catch",13,"exhale","correct",NA
"P109",-0.31,"invalid",14,"exhale","correct",0.407228199997917
"P109",-0.31,"valid",15,"exhale","correct",0.386128499998449
"P109",10,"catch",16,"exhale","correct",NA
"P109",10,"catch",17,"exhale","correct",NA
"P109",0.31,"invalid",18,"exhale","correct",0.386421800001699
"P109",10,"catch",19,"exhale","correct",NA
"P109",0.31,"invalid",20,"exhale","correct",0.460427300000447
"P109",-0.31,"valid",21,"exhale","correct",0.316477199998189
"P109",0.31,"valid",22,"exhale","correct",0.342607399998087
"P109",-0.31,"invalid",23,"exhale","correct",0.164476300000388
"P109",0.31,"valid",24,"exhale","correct",0.331469199998537
"P109",-0.31,"invalid",25,"exhale","correct",0.393170599996665
"P109",-0.31,"valid",26,"exhale","correct",0.270238700002665
"P109",0.31,"valid",27,"exhale","correct",0.34137290000217
"P109",10,"catch",28,"exhale","correct",NA
"P109",0.31,"valid",29,"exhale","correct",0.285524799997802
"P109",0.31,"valid",30,"exhale","correct",0.833453900002496
"P109",-0.31,"valid",31,"exhale","correct",0.415027200000623
"P109",0.31,"valid",32,"exhale","correct",0.367329200002132
"P109",-0.31,"invalid",33,"exhale","correct",0.381612299999688
"P109",10,"catch",34,"exhale","correct",NA
"P109",0.31,"valid",35,"exhale","correct",0.393701400000282
"P109",-0.31,"invalid",36,"exhale","correct",0.296412199997576
"P109",0.31,"invalid",37,"exhale","correct",0.475118099999236
"P109",0.31,"invalid",38,"exhale","correct",0.18287380000038
"P109",0.31,"valid",39,"exhale","correct",0.378528900000674
"P109",0.31,"invalid",40,"exhale","correct",0.315141600000061
"P109",10,"catch",41,"exhale","correct",NA
"P109",-0.31,"valid",42,"exhale","correct",0.349147199998697
"P109",10,"catch",43,"exhale","correct",NA
"P109",0.31,"invalid",44,"exhale","correct",0.38712360000136
"P109",0.31,"invalid",45,"exhale","correct",0.399206199999753
"P109",0.31,"valid",46,"exhale","correct",0.804422900000645
"P109",-0.31,"valid",47,"exhale","correct",0.459837100002915
"P109",-0.31,"invalid",48,"exhale","correct",0.40007059999698
"P109",10,"catch",49,"exhale","correct",NA
"P109",-0.31,"valid",50,"exhale","correct",0.36716510000042
"P109",-0.31,"valid",51,"exhale","correct",0.249212000002444
"P109",-0.31,"invalid",52,"exhale","correct",0.472052099998109
"P109",-0.31,"valid",53,"exhale","correct",0.783063300001231
"P109",10,"catch",54,"exhale","correct",NA
"P109",0.31,"invalid",55,"exhale","correct",0.371049499997753
"P109",-0.31,"valid",56,"exhale","correct",0.359757700000046
"P109",0.31,"valid",57,"exhale","correct",0.680939599998965
"P109",-0.31,"invalid",58,"exhale","correct",0.240510700001323
"P109",0.31,"invalid",59,"exhale","correct",0.269984999998996
