"participant_ID","target_y","validity","trial","phase","response","rt"
"P125",10,"catch",0,"inhale","correct",NA
"P125",10,"catch",1,"inhale","correct",NA
"P125",0.31,"invalid",2,"inhale","correct",0.484106899937615
"P125",0.31,"invalid",3,"inhale","correct",0.404151299968362
"P125",-0.31,"valid",4,"inhale","correct",0.444557900074869
"P125",-0.31,"invalid",5,"inhale","correct",0.461493000038899
"P125",0.31,"valid",6,"inhale","correct",0.369812099961564
"P125",-0.31,"invalid",7,"inhale","correct",0.334284999989904
"P125",-0.31,"valid",8,"inhale","correct",0.356495599960908
"P125",-0.31,"invalid",9,"inhale","correct",0.411127600003965
"P125",0.31,"invalid",10,"inhale","correct",0.479472000035457
"P125",-0.31,"invalid",11,"inhale","correct",0.425129999988712
"P125",0.31,"valid",12,"inhale","correct",0.395212900009938
"P125",10,"catch",13,"inhale","correct",NA
"P125",-0.31,"invalid",14,"inhale","correct",0.455186899984255
"P125",-0.31,"valid",15,"inhale","correct",0.414580599986948
"P125",10,"catch",16,"inhale","correct",NA
"P125",10,"catch",17,"inhale","correct",NA
"P125",0.31,"invalid",18,"inhale","correct",0.39190259994939
"P125",10,"catch",19,"inhale","correct",NA
"P125",0.31,"invalid",20,"inhale","correct",0.416521600098349
"P125",-0.31,"valid",21,"inhale","correct",0.434375300072134
"P125",0.31,"valid",22,"inhale","correct",0.320461399969645
"P125",-0.31,"invalid",23,"inhale","correct",0.337893899995834
"P125",0.31,"valid",24,"inhale","correct",0.321804099949077
"P125",-0.31,"invalid",25,"inhale","correct",0.420151100028306
"P125",-0.31,"valid",26,"inhale","correct",0.38272200000938
"P125",0.31,"valid",27,"inhale","correct",0.385152600007132
"P125",10,"catch",28,"inhale","correct",NA
"P125",0.31,"valid",29,"inhale","correct",0.414194599958137
"P125",0.31,"valid",30,"inhale","correct",0.410905600059777
"P125",-0.31,"valid",31,"inhale","correct",0.461559900082648
"P125",0.31,"valid",32,"inhale","correct",0.347061599954031
"P125",-0.31,"invalid",33,"inhale","correct",0.40692229999695
"P125",10,"catch",34,"inhale","correct",NA
"P125",0.31,"valid",35,"inhale","correct",0.398934999946505
"P125",-0.31,"invalid",36,"inhale","correct",0.413486800040118
"P125",0.31,"invalid",37,"inhale","correct",0.430645899963565
"P125",0.31,"invalid",38,"inhale","correct",0.394064899999648
"P125",0.31,"valid",39,"inhale","correct",0.466338400030509
"P125",0.31,"invalid",40,"inhale","correct",0.465904399985448
"P125",10,"catch",41,"inhale","correct",NA
"P125",-0.31,"valid",42,"inhale","correct",0.449358000070788
"P125",10,"catch",43,"inhale","correct",NA
"P125",0.31,"invalid",44,"inhale","correct",0.524231499992311
"P125",0.31,"invalid",45,"inhale","correct",0.317327799974009
"P125",0.31,"valid",46,"inhale","correct",0.368937699939124
"P125",-0.31,"valid",47,"inhale","correct",0.361000400036573
"P125",-0.31,"invalid",48,"inhale","correct",0.344308299943805
"P125",10,"catch",49,"inhale","correct",NA
"P125",-0.31,"valid",50,"inhale","correct",0.390242800000124
"P125",-0.31,"valid",51,"inhale","correct",0.45393099996727
"P125",-0.31,"invalid",52,"inhale","correct",0.357657199958339
"P125",-0.31,"valid",53,"inhale","correct",0.370746400090866
"P125",10,"catch",54,"inhale","correct",NA
"P125",0.31,"invalid",55,"inhale","correct",0.387015099986456
"P125",-0.31,"valid",56,"inhale","correct",0.450925200013444
"P125",0.31,"valid",57,"inhale","correct",0.361792400013655
"P125",-0.31,"invalid",58,"inhale","correct",0.374662100104615
"P125",0.31,"invalid",59,"inhale","correct",0.346936299931258
"P125",10,"catch",0,"exhale","correct",NA
"P125",10,"catch",1,"exhale","correct",NA
"P125",0.31,"invalid",2,"exhale","correct",0.801350900088437
"P125",0.31,"invalid",3,"exhale","correct",0.37242749996949
"P125",-0.31,"valid",4,"exhale","correct",0.370869599981233
"P125",-0.31,"invalid",5,"exhale","correct",0.428044599946588
"P125",0.31,"valid",6,"exhale","correct",0.388368100044318
"P125",-0.31,"invalid",7,"exhale","correct",0.468146199942566
"P125",-0.31,"valid",8,"exhale","correct",0.368444300023839
"P125",-0.31,"invalid",9,"exhale","correct",0.509742600028403
"P125",0.31,"invalid",10,"exhale","correct",0.561158599914052
"P125",-0.31,"invalid",11,"exhale","correct",0.40045029995963
"P125",0.31,"valid",12,"exhale","correct",0.400996399926953
"P125",10,"catch",13,"exhale","correct",NA
"P125",-0.31,"invalid",14,"exhale","correct",0.425012999912724
"P125",-0.31,"valid",15,"exhale","correct",0.349192499998026
"P125",10,"catch",16,"exhale","correct",NA
"P125",10,"catch",17,"exhale","correct",NA
