"participant_ID","target_y","validity","trial","phase","response","rt"
"P112",10,"catch",0,"exhale","correct",NA
"P112",10,"catch",1,"exhale","correct",NA
"P112",0.31,"invalid",2,"exhale","correct",0.378889100000379
"P112",0.31,"invalid",3,"exhale","correct",0.31301799999892
"P112",-0.31,"valid",4,"exhale","correct",0.349220199999763
"P112",-0.31,"invalid",5,"exhale","correct",0.269434699999692
"P112",0.31,"valid",6,"exhale","correct",0.281429599999683
"P112",-0.31,"invalid",7,"exhale","correct",0.434112800001458
"P112",-0.31,"valid",8,"exhale","correct",0.377111200001309
"P112",-0.31,"invalid",9,"exhale","correct",0.335162699999273
"P112",0.31,"invalid",10,"exhale","correct",0.250466200001028
"P112",-0.31,"invalid",11,"exhale","correct",0.311316600000282
"P112",0.31,"valid",12,"exhale","correct",0.330600699999195
"P112",10,"catch",13,"exhale","incorrect",0.296540499999537
"P112",-0.31,"invalid",14,"exhale","correct",0.46214449999934
"P112",-0.31,"valid",15,"exhale","correct",0.435199599998668
"P112",10,"catch",16,"exhale","correct",NA
"P112",10,"catch",17,"exhale","correct",NA
"P112",0.31,"invalid",18,"exhale","correct",0.58789760000036
"P112",10,"catch",19,"exhale","incorrect",0.319906999999148
"P112",0.31,"invalid",20,"exhale","correct",0.579778799999985
"P112",-0.31,"valid",21,"exhale","correct",0.496893699999418
"P112",0.31,"valid",22,"exhale","correct",0.4661042000007
"P112",-0.31,"invalid",23,"exhale","correct",0.405846699999529
"P112",0.31,"valid",24,"exhale","correct",0.664687000000413
"P112",-0.31,"invalid",25,"exhale","correct",0.561682699999437
"P112",-0.31,"valid",26,"exhale","correct",0.541522599998643
"P112",0.31,"valid",27,"exhale","correct",0.451461999999083
"P112",10,"catch",28,"exhale","correct",NA
"P112",0.31,"valid",29,"exhale","correct",0.6276500999993
"P112",0.31,"valid",30,"exhale","correct",0.43995410000025
"P112",-0.31,"valid",31,"exhale","correct",0.350590799998827
"P112",0.31,"valid",32,"exhale","correct",0.342180599998755
"P112",-0.31,"invalid",33,"exhale","correct",0.441492699999799
"P112",10,"catch",34,"exhale","correct",NA
"P112",0.31,"valid",35,"exhale","correct",0.608695200000511
"P112",-0.31,"invalid",36,"exhale","correct",0.477887300001385
"P112",0.31,"invalid",37,"exhale","correct",0.471124800000325
"P112",0.31,"invalid",38,"exhale","correct",0.541155400000207
"P112",0.31,"valid",39,"exhale","correct",0.522980100000495
"P112",0.31,"invalid",40,"exhale","correct",0.418121499998961
"P112",10,"catch",41,"exhale","correct",NA
"P112",-0.31,"valid",42,"exhale","correct",0.439586000000418
"P112",10,"catch",43,"exhale","correct",NA
"P112",0.31,"invalid",44,"exhale","correct",0.41757090000101
"P112",0.31,"invalid",45,"exhale","correct",0.508394999998927
"P112",0.31,"valid",46,"exhale","correct",0.540159899999708
"P112",-0.31,"valid",47,"exhale","correct",0.427822699999524
"P112",-0.31,"invalid",48,"exhale","correct",0.394617999998445
"P112",10,"catch",49,"exhale","correct",NA
"P112",-0.31,"valid",50,"exhale","correct",0.439251100000547
"P112",-0.31,"valid",51,"exhale","correct",0.352069700000357
"P112",-0.31,"invalid",52,"exhale","correct",0.414435900000171
"P112",-0.31,"valid",53,"exhale","correct",0.423585399999865
