"participant_ID","target_y","validity","trial","phase","response","rt"
"P139",10,"catch",0,"exhale","correct",NA
"P139",10,"catch",1,"exhale","correct",NA
"P139",0.31,"invalid",2,"exhale","correct",0.412481399998796
"P139",0.31,"invalid",3,"exhale","correct",0.441993800001001
"P139",-0.31,"valid",4,"exhale","correct",0.391558499999519
"P139",-0.31,"invalid",5,"exhale","correct",0.491699700000026
"P139",0.31,"valid",6,"exhale","correct",0.424833899998703
"P139",-0.31,"invalid",7,"exhale","correct",0.415085700000418
"P139",-0.31,"valid",8,"exhale","correct",0.406327700000475
"P139",-0.31,"invalid",9,"exhale","correct",0.422362700001031
"P139",0.31,"invalid",10,"exhale","correct",0.424438399999417
"P139",-0.31,"invalid",11,"exhale","correct",0.324261900001147
"P139",0.31,"valid",12,"exhale","correct",0.412079400000948
"P139",10,"catch",13,"exhale","correct",NA
"P139",-0.31,"invalid",14,"exhale","correct",0.602468200000658
"P139",-0.31,"valid",15,"exhale","correct",0.713037399998939
"P139",10,"catch",16,"exhale","correct",NA
"P139",10,"catch",17,"exhale","correct",NA
"P139",0.31,"invalid",18,"exhale","correct",0.611684500001502
"P139",10,"catch",19,"exhale","correct",NA
"P139",0.31,"invalid",20,"exhale","correct",0.465710599999511
"P139",-0.31,"valid",21,"exhale","correct",0.423362200001066
"P139",0.31,"valid",22,"exhale","correct",0.352820700001757
"P139",-0.31,"invalid",23,"exhale","correct",0.463747599998896
"P139",0.31,"valid",24,"exhale","correct",0.563239400000384
"P139",-0.31,"invalid",25,"exhale","correct",0.501276099999814
"P139",-0.31,"valid",26,"exhale","correct",0.407574700000623
"P139",0.31,"valid",27,"exhale","correct",0.419440300000133
"P139",10,"catch",28,"exhale","correct",NA
"P139",0.31,"valid",29,"exhale","correct",0.416658199999802
"P139",0.31,"valid",30,"exhale","correct",0.452345700001388
"P139",-0.31,"valid",31,"exhale","correct",0.432280000000901
"P139",0.31,"valid",32,"exhale","correct",0.343232400000488
"P139",-0.31,"invalid",33,"exhale","correct",0.346465799999351
"P139",10,"catch",34,"exhale","correct",NA
"P139",0.31,"valid",35,"exhale","correct",0.427798799999437
"P139",-0.31,"invalid",36,"exhale","correct",0.405094600000666
"P139",0.31,"invalid",37,"exhale","correct",0.532897400000365
"P139",0.31,"invalid",38,"exhale","correct",0.449310999998488
"P139",0.31,"valid",39,"exhale","correct",0.395182500000374
"P139",0.31,"invalid",40,"exhale","correct",0.422767800000656
"P139",10,"catch",41,"exhale","correct",NA
"P139",-0.31,"valid",42,"exhale","correct",0.451008000000002
"P139",10,"catch",43,"exhale","correct",NA
"P139",0.31,"invalid",44,"exhale","correct",0.440921700001127
"P139",0.31,"invalid",45,"exhale","correct",0.506310299999313
"P139",0.31,"valid",46,"exhale","correct",0.408413999999539
"P139",-0.31,"valid",47,"exhale","correct",0.48499019999872
"P139",-0.31,"invalid",48,"exhale","correct",0.389231900000595
"P139",10,"catch",49,"exhale","correct",NA
