"participant_ID","target_y","validity","trial","phase","response","rt"
"P143",10,"catch",0,"exhale","correct",NA
"P143",10,"catch",1,"exhale","correct",NA
"P143",0.31,"invalid",2,"exhale","correct",0.423598800000036
"P143",0.31,"invalid",3,"exhale","correct",0.364691400000083
"P143",-0.31,"valid",4,"exhale","correct",0.31687630000124
"P143",-0.31,"invalid",5,"exhale","correct",0.21332319999965
"P143",0.31,"valid",6,"exhale","correct",0.324923000000126
"P143",-0.31,"invalid",7,"exhale","correct",0.396151500000997
"P143",-0.31,"valid",8,"exhale","correct",0.326595799999268
"P143",-0.31,"invalid",9,"exhale","correct",0.432028600000194
"P143",0.31,"invalid",10,"exhale","correct",0.314034799999718
"P143",-0.31,"invalid",11,"exhale","correct",0.233238599999822
"P143",0.31,"valid",12,"exhale","correct",0.333548700000392
"P143",10,"catch",13,"exhale","correct",NA
"P143",-0.31,"invalid",14,"exhale","correct",0.338042400000631
"P143",-0.31,"valid",15,"exhale","correct",0.34084619999885
"P143",10,"catch",16,"exhale","correct",NA
"P143",10,"catch",17,"exhale","correct",NA
"P143",0.31,"invalid",18,"exhale","correct",0.468328200000542
"P143",10,"catch",19,"exhale","correct",NA
"P143",0.31,"invalid",20,"exhale","correct",0.378057800000533
"P143",-0.31,"valid",21,"exhale","correct",0.365906700000778
"P143",0.31,"valid",22,"exhale","correct",0.353293199999825
"P143",-0.31,"invalid",23,"exhale","correct",0.375920599999517
"P143",0.31,"valid",24,"exhale","correct",0.369247499998892
"P143",-0.31,"invalid",25,"exhale","correct",0.409788400000252
"P143",-0.31,"valid",26,"exhale","correct",0.307594899999458
"P143",0.31,"valid",27,"exhale","correct",0.365471900000557
"P143",10,"catch",28,"exhale","correct",NA
"P143",0.31,"valid",29,"exhale","correct",0.434785700001157
"P143",0.31,"valid",30,"exhale","correct",0.334880299998986
"P143",-0.31,"valid",31,"exhale","correct",0.28798519999873
"P143",0.31,"valid",32,"exhale","correct",0.346207800001139
"P143",-0.31,"invalid",33,"exhale","correct",0.298271499999828
"P143",10,"catch",34,"exhale","correct",NA
"P143",0.31,"valid",35,"exhale","correct",0.365654299999733
"P143",-0.31,"invalid",36,"exhale","correct",0.39112059999934
"P143",0.31,"invalid",37,"exhale","correct",0.393478800000594
"P143",0.31,"invalid",38,"exhale","correct",0.340230699999665
"P143",0.31,"valid",39,"exhale","correct",0.375334000000294
"P143",0.31,"invalid",40,"exhale","correct",0.456849799998963
