"participant_ID","target_y","validity","trial","phase","response","rt"
"P149",10,"catch",0,"inhale","correct",NA
"P149",10,"catch",1,"inhale","correct",NA
"P149",0.31,"invalid",2,"inhale","correct",0.303468300000532
"P149",0.31,"invalid",3,"inhale","correct",0.33407339999394
"P149",-0.31,"valid",4,"inhale","correct",0.33953680000559
"P149",-0.31,"invalid",5,"inhale","correct",0.325486499990802
"P149",0.31,"valid",6,"inhale","correct",0.290611100004753
"P149",-0.31,"invalid",7,"inhale","correct",0.318651399997179
"P149",-0.31,"valid",8,"inhale","correct",0.350795299993479
"P149",-0.31,"invalid",9,"inhale","correct",0.333338399999775
"P149",0.31,"invalid",10,"inhale","correct",0.311414499999955
"P149",-0.31,"invalid",11,"inhale","correct",0.335468599994783
"P149",0.31,"valid",12,"inhale","correct",0.315430899994681
"P149",10,"catch",13,"inhale","correct",NA
"P149",-0.31,"invalid",14,"inhale","correct",0.350445500007481
"P149",-0.31,"valid",15,"inhale","correct",0.339016300000367
"P149",10,"catch",16,"inhale","correct",NA
"P149",10,"catch",17,"inhale","correct",NA
"P149",0.31,"invalid",18,"inhale","correct",0.327017899995553
"P149",10,"catch",19,"inhale","correct",NA
"P149",0.31,"invalid",20,"inhale","correct",0.341089399997145
"P149",-0.31,"valid",21,"inhale","correct",0.41076419998717
"P149",0.31,"valid",22,"inhale","correct",0.398813700012397
"P149",-0.31,"invalid",23,"inhale","correct",0.335231600009138
"P149",0.31,"valid",24,"inhale","correct",0.332176900003105
"P149",-0.31,"invalid",25,"inhale","correct",0.410411700009718
"P149",-0.31,"valid",26,"inhale","correct",0.340595600006054
"P149",0.31,"valid",27,"inhale","correct",0.341882099994109
"P149",10,"catch",28,"inhale","correct",NA
"P149",0.31,"valid",29,"inhale","correct",0.359086500000558
"P149",0.31,"valid",30,"inhale","correct",0.326613900004304
"P149",-0.31,"valid",31,"inhale","correct",0.332168799999636
"P149",0.31,"valid",32,"inhale","correct",0.329437300009886
"P149",-0.31,"invalid",33,"inhale","correct",0.297709000005852
"P149",10,"catch",34,"inhale","correct",NA
"P149",0.31,"valid",35,"inhale","correct",0.361169900003006
"P149",-0.31,"invalid",36,"inhale","correct",0.315135500000906
"P149",0.31,"invalid",37,"inhale","correct",0.324465999990935
"P149",0.31,"invalid",38,"inhale","correct",0.302978400010034
"P149",0.31,"valid",39,"inhale","correct",0.296431299997494
"P149",0.31,"invalid",40,"inhale","correct",0.393530999994255
"P149",10,"catch",41,"inhale","correct",NA
"P149",-0.31,"valid",42,"inhale","correct",0.36063570000988
"P149",10,"catch",43,"inhale","correct",NA
"P149",0.31,"invalid",44,"inhale","correct",0.348932900000364
"P149",0.31,"invalid",45,"inhale","correct",0.384017800010042
"P149",0.31,"valid",46,"inhale","correct",0.350110800005496
"P149",-0.31,"valid",47,"inhale","correct",0.396541399997659
"P149",-0.31,"invalid",48,"inhale","correct",0.371405700003379
"P149",10,"catch",49,"inhale","correct",NA
"P149",-0.31,"valid",50,"inhale","correct",0.363103900002898
"P149",-0.31,"valid",51,"inhale","correct",0.282529000003706
"P149",-0.31,"invalid",52,"inhale","correct",0.336557899994659
"P149",-0.31,"valid",53,"inhale","correct",0.339036400007899
"P149",10,"catch",54,"inhale","correct",NA
"P149",0.31,"invalid",55,"inhale","correct",0.331364600002416
"P149",-0.31,"valid",56,"inhale","correct",0.393177599995397
"P149",0.31,"valid",57,"inhale","correct",0.388546100002714
"P149",-0.31,"invalid",58,"inhale","correct",0.363320399992517
"P149",0.31,"invalid",59,"inhale","correct",0.365881899997476
"P149",10,"catch",0,"exhale","correct",NA
"P149",10,"catch",1,"exhale","correct",NA
"P149",0.31,"invalid",2,"exhale","correct",0.367377300004591
"P149",0.31,"invalid",3,"exhale","correct",0.36383719999867
"P149",-0.31,"valid",4,"exhale","correct",0.391223600003286
"P149",-0.31,"invalid",5,"exhale","correct",0.470604700007243
"P149",0.31,"valid",6,"exhale","correct",0.341623300002539
"P149",-0.31,"invalid",7,"exhale","correct",0.381934600009117
"P149",-0.31,"valid",8,"exhale","correct",0.371593799995026
"P149",-0.31,"invalid",9,"exhale","correct",0.389574300003005
"P149",0.31,"invalid",10,"exhale","correct",0.323214500007452
"P149",-0.31,"invalid",11,"exhale","correct",0.352955099995597
"P149",0.31,"valid",12,"exhale","correct",0.437587300009909
"P149",10,"catch",13,"exhale","correct",NA
"P149",-0.31,"invalid",14,"exhale","correct",0.399519700004021
"P149",-0.31,"valid",15,"exhale","correct",0.377970800007461
"P149",10,"catch",16,"exhale","correct",NA
"P149",10,"catch",17,"exhale","correct",NA
"P149",0.31,"invalid",18,"exhale","correct",0.385140999991563
"P149",10,"catch",19,"exhale","correct",NA
